date,sku_id,category,region,quantity_sold
2025-08-01,SKU017,Furniture,South,342
2025-09-01,SKU017,Furniture,South,305
2025-10-01,SKU017,Furniture,South,310
2025-11-01,SKU017,Furniture,South,326
2025-12-01,SKU017,Furniture,South,326
2025-01-01,SKU018,Grocery,North,106
2025-02-01,SKU018,Grocery,North,105
2025-03-01,SKU018,Grocery,North,117
2025-04-01,SKU018,Grocery,North,134
2025-05-01,SKU018,Grocery,North,117
2025-06-01,SKU018,Grocery,North,102
2025-07-01,SKU018,Grocery,North,121
2025-08-01,SKU018,Grocery,North,106
2025-09-01,SKU018,Grocery,North,113
2025-10-01,SKU018,Grocery,North,116
2025-11-01,SKU018,Grocery,North,95
2025-12-01,SKU018,Grocery,North,129
2025-01-01,SKU019,Clothing,West,255
2025-02-01,SKU019,Clothing,West,273
2025-03-01,SKU019,Clothing,West,288
2025-04-01,SKU019,Clothing,West,337
2025-05-01,SKU019,Clothing,West,299
2025-06-01,SKU019,Clothing,West,301
2025-07-01,SKU019,Clothing,West,290
2025-08-01,SKU019,Clothing,West,277
2025-09-01,SKU019,Clothing,West,260
2025-10-01,SKU019,Clothing,West,274
2025-11-01,SKU019,Clothing,West,264
2025-12-01,SKU019,Clothing,West,286
2025-01-01,SKU020,Home,East,280
2025-02-01,SKU020,Home,East,329
2025-03-01,SKU020,Home,East,334
2025-04-01,SKU020,Home,East,344
2025-05-01,SKU020,Home,East,349
2025-06-01,SKU020,Home,East,317
2025-07-01,SKU020,Home,East,341
2025-08-01,SKU020,Home,East,312
2025-09-01,SKU020,Home,East,326
2025-10-01,SKU020,Home,East,310
2025-11-01,SKU020,Home,East,318
2025-12-01,SKU020,Home,East,325
2025-01-01,SKU021,Electronics,South,450
2025-02-01,SKU021,Electronics,South,475
2025-03-01,SKU021,Electronics,South,491
2025-04-01,SKU021,Electronics,South,511
2025-05-01,SKU021,Electronics,South,522
2025-06-01,SKU021,Electronics,South,494
2025-07-01,SKU021,Electronics,South,481
2025-08-01,SKU021,Electronics,South,450
2025-09-01,SKU021,Electronics,South,451
2025-10-01,SKU021,Electronics,South,481
2025-11-01,SKU021,Electronics,South,472
2025-12-01,SKU021,Electronics,South,499
2025-01-01,SKU022,Furniture,North,365
2025-02-01,SKU022,Furniture,North,393
2025-03-01,SKU022,Furniture,North,420
2025-04-01,SKU022,Furniture,North,457
2025-05-01,SKU022,Furniture,North,424
2025-06-01,SKU022,Furniture,North,449
2025-07-01,SKU022,Furniture,North,399
2025-08-01,SKU022,Furniture,North,402
2025-09-01,SKU022,Furniture,North,387
2025-10-01,SKU022,Furniture,North,382
2025-11-01,SKU022,Furniture,North,413
2025-12-01,SKU022,Furniture,North,435
2025-01-01,SKU023,Grocery,West,176
2025-02-01,SKU023,Grocery,West,177
2025-03-01,SKU023,Grocery,West,222
2025-04-01,SKU023,Grocery,West,192
2025-05-01,SKU023,Grocery,West,205
2025-06-01,SKU023,Grocery,West,208
2025-07-01,SKU023,Grocery,West,218
2025-08-01,SKU023,Grocery,West,177
2025-09-01,SKU023,Grocery,West,204
2025-10-01,SKU023,Grocery,West,190
2025-11-01,SKU023,Grocery,West,184
2025-12-01,SKU023,Grocery,West,213
2025-01-01,SKU024,Clothing,East,363
2025-02-01,SKU024,Clothing,East,396
2025-03-01,SKU024,Clothing,East,413
2025-04-01,SKU024,Clothing,East,431
2025-05-01,SKU024,Clothing,East,409
2025-06-01,SKU024,Clothing,East,417
2025-07-01,SKU024,Clothing,East,408
2025-08-01,SKU024,Clothing,East,394
2025-09-01,SKU024,Clothing,East,394
2025-10-01,SKU024,Clothing,East,387
2025-11-01,SKU024,Clothing,East,380
2025-12-01,SKU024,Clothing,East,423
2025-01-01,SKU025,Home,South,358
2025-02-01,SKU025,Home,South,392
2025-03-01,SKU025,Home,South,422
2025-04-01,SKU025,Home,South,419
2025-05-01,SKU025,Home,South,420
2025-06-01,SKU025,Home,South,416
2025-07-01,SKU025,Home,South,419
2025-08-01,SKU025,Home,South,412
2025-09-01,SKU025,Home,South,390
2025-10-01,SKU025,Home,South,394
2025-11-01,SKU025,Home,South,391
2025-12-01,SKU025,Home,South,432
2025-01-01,SKU026,Electronics,North,493
2025-02-01,SKU026,Electronics,North,484
2025-03-01,SKU026,Electronics,North,554
2025-04-01,SKU026,Electronics,North,558
2025-05-01,SKU026,Electronics,North,551
2025-06-01,SKU026,Electronics,North,540
2025-07-01,SKU026,Electronics,North,542
2025-08-01,SKU026,Electronics,North,515
2025-09-01,SKU026,Electronics,North,483
2025-10-01,SKU026,Electronics,North,507
2025-11-01,SKU026,Electronics,North,532
2025-12-01,SKU026,Electronics,North,559
2025-01-01,SKU027,Furniture,West,450
2025-02-01,SKU027,Furniture,West,465
2025-03-01,SKU027,Furniture,West,499
2025-04-01,SKU027,Furniture,West,502
2025-05-01,SKU027,Furniture,West,513
2025-06-01,SKU027,Furniture,West,500
2025-07-01,SKU027,Furniture,West,487
2025-08-01,SKU027,Furniture,West,477
2025-09-01,SKU027,Furniture,West,450
2025-10-01,SKU027,Furniture,West,486
2025-11-01,SKU027,Furniture,West,464
2025-12-01,SKU027,Furniture,West,488
2025-01-01,SKU028,Grocery,East,454
2025-02-01,SKU028,Grocery,East,494
2025-03-01,SKU028,Grocery,East,521
2025-04-01,SKU028,Grocery,East,554
2025-05-01,SKU028,Grocery,East,548
2025-06-01,SKU028,Grocery,East,535
2025-07-01,SKU028,Grocery,East,514
2025-08-01,SKU028,Grocery,East,497
2025-09-01,SKU028,Grocery,East,468
2025-10-01,SKU028,Grocery,East,482
2025-11-01,SKU028,Grocery,East,513
2025-12-01,SKU028,Grocery,East,528
2025-01-01,SKU029,Clothing,South,287
2025-02-01,SKU029,Clothing,South,287
2025-03-01,SKU029,Clothing,South,301
2025-04-01,SKU029,Clothing,South,335
2025-05-01,SKU029,Clothing,South,296
2025-06-01,SKU029,Clothing,South,334
2025-07-01,SKU029,Clothing,South,302
2025-08-01,SKU029,Clothing,South,296
2025-09-01,SKU029,Clothing,South,281
2025-10-01,SKU029,Clothing,South,289
2025-11-01,SKU029,Clothing,South,314
2025-12-01,SKU029,Clothing,South,326
2025-01-01,SKU030,Home,North,426
2025-02-01,SKU030,Home,North,462
2025-03-01,SKU030,Home,North,491
2025-04-01,SKU030,Home,North,493
2025-05-01,SKU030,Home,North,504
2025-06-01,SKU030,Home,North,493
2025-07-01,SKU030,Home,North,479
2025-08-01,SKU030,Home,North,453
2025-09-01,SKU030,Home,North,453
2025-10-01,SKU030,Home,North,459
2025-11-01,SKU030,Home,North,485
2025-12-01,SKU030,Home,North,506
2025-01-01,SKU031,Electronics,West,511
2025-02-01,SKU031,Electronics,West,521
2025-03-01,SKU031,Electronics,West,557
2025-04-01,SKU031,Electronics,West,569
2025-05-01,SKU031,Electronics,West,576
2025-06-01,SKU031,Electronics,West,562
2025-07-01,SKU031,Electronics,West,559
2025-08-01,SKU031,Electronics,West,523
2025-09-01,SKU031,Electronics,West,507
2025-10-01,SKU031,Electronics,West,518
2025-11-01,SKU031,Electronics,West,532
2025-12-01,SKU031,Electronics,West,556
2025-01-01,SKU032,Furniture,East,284
2025-02-01,SKU032,Furniture,East,333
2025-03-01,SKU032,Furniture,East,354
2025-04-01,SKU032,Furniture,East,370
2025-05-01,SKU032,Furniture,East,369
2025-06-01,SKU032,Furniture,East,372
2025-07-01,SKU032,Furniture,East,352
2025-08-01,SKU032,Furniture,East,331
2025-09-01,SKU032,Furniture,East,324
2025-10-01,SKU032,Furniture,East,323
2025-11-01,SKU032,Furniture,East,340
2025-12-01,SKU032,Furniture,East,343
2025-01-01,SKU033,Grocery,South,156
2025-02-01,SKU033,Grocery,South,148
2025-03-01,SKU033,Grocery,South,152
2025-04-01,SKU033,Grocery,South,167
2025-05-01,SKU033,Grocery,South,171
2025-06-01,SKU033,Grocery,South,187
2025-07-01,SKU033,Grocery,South,163
2025-08-01,SKU033,Grocery,South,156
2025-09-01,SKU033,Grocery,South,170
2025-10-01,SKU033,Grocery,South,158
2025-11-01,SKU033,Grocery,South,148
2025-12-01,SKU033,Grocery,South,181
2025-01-01,SKU034,Clothing,North,151
2025-02-01,SKU034,Clothing,North,174
2025-03-01,SKU034,Clothing,North,187
2025-04-01,SKU034,Clothing,North,197
2025-05-01,SKU034,Clothing,North,201
2025-06-01,SKU034,Clothing,North,176
2025-07-01,SKU034,Clothing,North,165
2025-08-01,SKU034,Clothing,North,193
2025-09-01,SKU034,Clothing,North,178
2025-10-01,SKU034,Clothing,North,165
2025-11-01,SKU034,Clothing,North,198
2025-12-01,SKU034,Clothing,North,191
2025-01-01,SKU035,Home,West,469
2025-02-01,SKU035,Home,West,484
2025-03-01,SKU035,Home,West,523
2025-04-01,SKU035,Home,West,550
2025-05-01,SKU035,Home,West,506
2025-06-01,SKU035,Home,West,521
2025-07-01,SKU035,Home,West,520
2025-08-01,SKU035,Home,West,511
2025-09-01,SKU035,Home,West,488
2025-10-01,SKU035,Home,West,487
2025-11-01,SKU035,Home,West,521
2025-12-01,SKU035,Home,West,546
2025-01-01,SKU036,Electronics,East,425
2025-02-01,SKU036,Electronics,East,442
2025-03-01,SKU036,Electronics,East,470
2025-04-01,SKU036,Electronics,East,457
2025-05-01,SKU036,Electronics,East,480
2025-06-01,SKU036,Electronics,East,494
2025-07-01,SKU036,Electronics,East,475
2025-08-01,SKU036,Electronics,East,452
2025-09-01,SKU036,Electronics,East,438
2025-10-01,SKU036,Electronics,East,449
2025-11-01,SKU036,Electronics,East,450
2025-12-01,SKU036,Electronics,East,460
2025-01-01,SKU037,Furniture,South,95
2025-02-01,SKU037,Furniture,South,135
2025-03-01,SKU037,Furniture,South,132
2025-04-01,SKU037,Furniture,South,115
2025-05-01,SKU037,Furniture,South,138
2025-06-01,SKU037,Furniture,South,106
2025-07-01,SKU037,Furniture,South,155
2025-08-01,SKU037,Furniture,South,109
2025-09-01,SKU037,Furniture,South,139
2025-10-01,SKU037,Furniture,South,110
2025-11-01,SKU037,Furniture,South,131
2025-12-01,SKU037,Furniture,South,120
2025-01-01,SKU038,Grocery,North,359
2025-02-01,SKU038,Grocery,North,397
2025-03-01,SKU038,Grocery,North,395
2025-04-01,SKU038,Grocery,North,426
2025-05-01,SKU038,Grocery,North,416
2025-06-01,SKU038,Grocery,North,406
2025-07-01,SKU038,Grocery,North,402
2025-08-01,SKU038,Grocery,North,377
2025-09-01,SKU038,Grocery,North,375
2025-10-01,SKU038,Grocery,North,368
2025-11-01,SKU038,Grocery,North,418
2025-12-01,SKU038,Grocery,North,418
2025-01-01,SKU039,Clothing,West,152
2025-02-01,SKU039,Clothing,West,152
2025-03-01,SKU039,Clothing,West,173
2025-04-01,SKU039,Clothing,West,201
2025-05-01,SKU039,Clothing,West,174
2025-06-01,SKU039,Clothing,West,163
2025-07-01,SKU039,Clothing,West,172
2025-08-01,SKU039,Clothing,West,155
2025-09-01,SKU039,Clothing,West,161
2025-10-01,SKU039,Clothing,West,165
2025-11-01,SKU039,Clothing,West,166
2025-12-01,SKU039,Clothing,West,177
2025-01-01,SKU040,Home,East,99
2025-02-01,SKU040,Home,East,88
2025-03-01,SKU040,Home,East,131
2025-04-01,SKU040,Home,East,113
2025-05-01,SKU040,Home,East,126
2025-06-01,SKU040,Home,East,135
2025-07-01,SKU040,Home,East,108
2025-08-01,SKU040,Home,East,117
2025-09-01,SKU040,Home,East,132
2025-10-01,SKU040,Home,East,84
2025-11-01,SKU040,Home,East,108
2025-12-01,SKU040,Home,East,113
2025-01-01,SKU041,Electronics,South,99
2025-02-01,SKU041,Electronics,South,102
2025-03-01,SKU041,Electronics,South,141
2025-04-01,SKU041,Electronics,South,135
2025-05-01,SKU041,Electronics,South,125
2025-06-01,SKU041,Electronics,South,141
2025-07-01,SKU041,Electronics,South,121
2025-08-01,SKU041,Electronics,South,106
2025-09-01,SKU041,Electronics,South,132
2025-10-01,SKU041,Electronics,South,120
2025-11-01,SKU041,Electronics,South,105
2025-12-01,SKU041,Electronics,South,122
2025-01-01,SKU042,Furniture,North,197
2025-02-01,SKU042,Furniture,North,177
2025-03-01,SKU042,Furniture,North,180
2025-04-01,SKU042,Furniture,North,221
2025-05-01,SKU042,Furniture,North,212
2025-06-01,SKU042,Furniture,North,209
2025-07-01,SKU042,Furniture,North,197
2025-08-01,SKU042,Furniture,North,192
2025-09-01,SKU042,Furniture,North,185
2025-10-01,SKU042,Furniture,North,184
2025-11-01,SKU042,Furniture,North,193
2025-12-01,SKU042,Furniture,North,204
2025-01-01,SKU043,Grocery,West,407
2025-02-01,SKU043,Grocery,West,427
2025-03-01,SKU043,Grocery,West,470
2025-04-01,SKU043,Grocery,West,462
2025-05-01,SKU043,Grocery,West,473
2025-06-01,SKU043,Grocery,West,469
2025-07-01,SKU043,Grocery,West,424
2025-08-01,SKU043,Grocery,West,461
2025-09-01,SKU043,Grocery,West,415
2025-10-01,SKU043,Grocery,West,428
2025-11-01,SKU043,Grocery,West,443
2025-12-01,SKU043,Grocery,West,450
2025-01-01,SKU044,Clothing,East,222
2025-02-01,SKU044,Clothing,East,224
2025-03-01,SKU044,Clothing,East,255
2025-04-01,SKU044,Clothing,East,235
2025-05-01,SKU044,Clothing,East,256
2025-06-01,SKU044,Clothing,East,238
2025-07-01,SKU044,Clothing,East,237
2025-08-01,SKU044,Clothing,East,238
2025-09-01,SKU044,Clothing,East,222
2025-10-01,SKU044,Clothing,East,228
2025-11-01,SKU044,Clothing,East,252
2025-12-01,SKU044,Clothing,East,247
2025-01-01,SKU045,Home,South,399
2025-02-01,SKU045,Home,South,416
2025-03-01,SKU045,Home,South,467
2025-04-01,SKU045,Home,South,472
2025-05-01,SKU045,Home,South,463
2025-06-01,SKU045,Home,South,480
2025-07-01,SKU045,Home,South,442
2025-08-01,SKU045,Home,South,418
2025-09-01,SKU045,Home,South,426
2025-10-01,SKU045,Home,South,429
2025-11-01,SKU045,Home,South,445
2025-12-01,SKU045,Home,South,472
2025-01-01,SKU046,Electronics,North,391
2025-02-01,SKU046,Electronics,North,419
2025-03-01,SKU046,Electronics,North,453
2025-04-01,SKU046,Electronics,North,473
2025-05-01,SKU046,Electronics,North,437
2025-06-01,SKU046,Electronics,North,461
2025-07-01,SKU046,Electronics,North,439
2025-08-01,SKU046,Electronics,North,439
2025-09-01,SKU046,Electronics,North,416
2025-10-01,SKU046,Electronics,North,435
2025-11-01,SKU046,Electronics,North,425
2025-12-01,SKU046,Electronics,North,431
2025-01-01,SKU047,Furniture,West,432
2025-02-01,SKU047,Furniture,West,483
2025-03-01,SKU047,Furniture,West,492
2025-04-01,SKU047,Furniture,West,501
2025-05-01,SKU047,Furniture,West,517
2025-06-01,SKU047,Furniture,West,472
2025-07-01,SKU047,Furniture,West,487
2025-08-01,SKU047,Furniture,West,477
2025-09-01,SKU047,Furniture,West,440
2025-10-01,SKU047,Furniture,West,473
2025-11-01,SKU047,Furniture,West,478
2025-12-01,SKU047,Furniture,West,496
2025-01-01,SKU048,Grocery,East,256
2025-02-01,SKU048,Grocery,East,252
2025-03-01,SKU048,Grocery,East,277
2025-04-01,SKU048,Grocery,East,287
2025-05-01,SKU048,Grocery,East,271
2025-06-01,SKU048,Grocery,East,277
2025-07-01,SKU048,Grocery,East,272
2025-08-01,SKU048,Grocery,East,245
2025-09-01,SKU048,Grocery,East,270
2025-10-01,SKU048,Grocery,East,250
2025-11-01,SKU048,Grocery,East,260
2025-12-01,SKU048,Grocery,East,262
2025-01-01,SKU049,Clothing,South,397
2025-02-01,SKU049,Clothing,South,404
2025-03-01,SKU049,Clothing,South,427
2025-04-01,SKU049,Clothing,South,439
2025-05-01,SKU049,Clothing,South,460
2025-06-01,SKU049,Clothing,South,453
2025-07-01,SKU049,Clothing,South,444
2025-08-01,SKU049,Clothing,South,426
2025-09-01,SKU049,Clothing,South,385
2025-10-01,SKU049,Clothing,South,409
2025-11-01,SKU049,Clothing,South,406
2025-12-01,SKU049,Clothing,South,437
2025-01-01,SKU050,Home,North,395
2025-02-01,SKU050,Home,North,430
2025-03-01,SKU050,Home,North,442
2025-04-01,SKU050,Home,North,470
2025-05-01,SKU050,Home,North,489
2025-06-01,SKU050,Home,North,475
2025-07-01,SKU050,Home,North,468
2025-08-01,SKU050,Home,North,432
2025-09-01,SKU050,Home,North,423
2025-10-01,SKU050,Home,North,437
2025-11-01,SKU050,Home,North,441
2025-12-01,SKU050,Home,North,490
2025-01-01,SKU051,Electronics,West,491
2025-02-01,SKU051,Electronics,West,499
2025-03-01,SKU051,Electronics,West,522
2025-04-01,SKU051,Electronics,West,549
2025-05-01,SKU051,Electronics,West,555
2025-06-01,SKU051,Electronics,West,558
2025-07-01,SKU051,Electronics,West,508
2025-08-01,SKU051,Electronics,West,530
2025-09-01,SKU051,Electronics,West,498
2025-10-01,SKU051,Electronics,West,496
2025-11-01,SKU051,Electronics,West,505
2025-12-01,SKU051,Electronics,West,527
2025-01-01,SKU052,Furniture,East,85
2025-02-01,SKU052,Furniture,East,78
2025-03-01,SKU052,Furniture,East,119
2025-04-01,SKU052,Furniture,East,131
2025-05-01,SKU052,Furniture,East,128
2025-06-01,SKU052,Furniture,East,102
2025-07-01,SKU052,Furniture,East,129
2025-08-01,SKU052,Furniture,East,104
2025-09-01,SKU052,Furniture,East,99
2025-10-01,SKU052,Furniture,East,102
2025-11-01,SKU052,Furniture,East,115
2025-12-01,SKU052,Furniture,East,103
2025-01-01,SKU053,Grocery,South,406
2025-02-01,SKU053,Grocery,South,444
2025-03-01,SKU053,Grocery,South,470
2025-04-01,SKU053,Grocery,South,487
2025-05-01,SKU053,Grocery,South,480
2025-06-01,SKU053,Grocery,South,482
2025-07-01,SKU053,Grocery,South,457
2025-08-01,SKU053,Grocery,South,459
2025-09-01,SKU053,Grocery,South,439
2025-10-01,SKU053,Grocery,South,444
2025-11-01,SKU053,Grocery,South,487
2025-12-01,SKU053,Grocery,South,469
2025-01-01,SKU054,Clothing,North,109
2025-02-01,SKU054,Clothing,North,92
2025-03-01,SKU054,Clothing,North,139
2025-04-01,SKU054,Clothing,North,136
2025-05-01,SKU054,Clothing,North,107
2025-06-01,SKU054,Clothing,North,69
2025-07-01,SKU054,Clothing,North,104
2025-08-01,SKU054,Clothing,North,108
2025-09-01,SKU054,Clothing,North,96
2025-10-01,SKU054,Clothing,North,100
2025-11-01,SKU054,Clothing,North,96
2025-12-01,SKU054,Clothing,North,123
2025-01-01,SKU055,Home,West,462
2025-02-01,SKU055,Home,West,478
2025-03-01,SKU055,Home,West,500
2025-04-01,SKU055,Home,West,531
2025-05-01,SKU055,Home,West,503
2025-06-01,SKU055,Home,West,518
2025-07-01,SKU055,Home,West,499
2025-08-01,SKU055,Home,West,465
2025-09-01,SKU055,Home,West,451
2025-10-01,SKU055,Home,West,485
2025-11-01,SKU055,Home,West,499
2025-12-01,SKU055,Home,West,518
2025-01-01,SKU056,Electronics,East,167
2025-02-01,SKU056,Electronics,East,180
2025-03-01,SKU056,Electronics,East,203
2025-04-01,SKU056,Electronics,East,188
2025-05-01,SKU056,Electronics,East,203
2025-06-01,SKU056,Electronics,East,201
2025-07-01,SKU056,Electronics,East,211
2025-08-01,SKU056,Electronics,East,173
2025-09-01,SKU056,Electronics,East,173
2025-10-01,SKU056,Electronics,East,170
2025-11-01,SKU056,Electronics,East,167
2025-12-01,SKU056,Electronics,East,219
2025-01-01,SKU057,Furniture,South,84
2025-02-01,SKU057,Furniture,South,96
2025-03-01,SKU057,Furniture,South,104
2025-04-01,SKU057,Furniture,South,88
2025-05-01,SKU057,Furniture,South,91
